Date,Exact_Date,HomeTeam,AwayTeam,Full time result,H,D,A,H.Implied.P,D.Implied.P,A.Implied.P,H.Adjusted.P,D.Adjusted.P,A.Adjusted.P,H.criterion,D.criterion,A.criterion,Max,Match,Index,Logic,Count,Accuracy,True.Draw,Select.Draw,Match?,Draw Accuracy
876,18.03.2007,Aston Villa,Liverpool,D,4.11,3.26,1.86,0.243309002,0.306748466,0.537634409,0.234065141,0.295094396,0.517208457,-0.12940869,0.078865683,0.018503717,0.078865683,2,D,TRUE,,,TRUE,TRUE,TRUE,
876,18.03.2007,Charlton,Newcastle,H,2.36,3.2,2.82,0.423728814,0.3125,0.354609929,0.407630394,0.300627416,0.341137493,-0.078279327,0.082073483,-0.112668445,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
876,18.03.2007,Everton,Arsenal,H,3.26,3.22,3,0.306748466,0.310559006,0.333333333,0.295094396,0.298760165,0.320669243,-0.12570896,0.080983818,-0.119553838,0.080983818,2,D,FALSE,,,FALSE,TRUE,FALSE,
875,17.03.2007,Blackburn,West Ham,A,1.65,3.46,5.18,0.606060606,0.289017341,0.193050193,0.583034988,0.278036916,0.185715778,0.10064847,0.069377065,-0.121345259,0.10064847,1,H,FALSE,,,FALSE,FALSE,FALSE,
875,17.03.2007,Chelsea,Sheffield Utd,H,1.18,5.82,14.64,0.847457627,0.171821306,0.068306011,0.815260788,0.165293424,0.065710911,0.534340319,0.021873051,-0.059329111,0.534340319,1,H,TRUE,,,FALSE,FALSE,FALSE,
875,17.03.2007,Manchester United,Bolton,H,1.34,4.34,9.13,0.746268657,0.230414747,0.109529025,0.717916216,0.221660767,0.105367769,0.325248084,0.04231993,-0.086447367,0.325248084,1,H,TRUE,,,FALSE,FALSE,FALSE,
875,17.03.2007,Middlesbrough,Manchester City,A,2.14,3.15,3.35,0.46728972,0.317460317,0.298507463,0.449536322,0.305399279,0.287166487,-0.047162316,0.084891114,-0.127064784,0.084891114,2,D,FALSE,,,FALSE,TRUE,FALSE,
875,17.03.2007,Reading,Portsmouth,D,1.92,3.28,3.83,0.520833333,0.304878049,0.261096606,0.501045693,0.29329504,0.251176953,0.001089263,0.07783621,-0.129933706,0.07783621,2,D,TRUE,,,TRUE,TRUE,TRUE,
875,17.03.2007,Tottenham,Watford,H,1.44,3.84,7.57,0.694444444,0.260416667,0.132100396,0.668060924,0.250522846,0.127081602,0.233417949,0.055346504,-0.098525336,0.233417949,1,H,TRUE,,,FALSE,FALSE,FALSE,
875,17.03.2007,Wigan,Fulham,D,2.04,3.18,3.43,0.490196078,0.314465409,0.29154519,0.471572417,0.302518154,0.280468726,-0.02787018,0.08318424,-0.128006574,0.08318424,2,D,TRUE,,,TRUE,TRUE,TRUE,
874,14.03.2007,Aston Villa,Arsenal,A,3.59,3.14,2.01,0.278551532,0.318471338,0.497512438,0.267968727,0.306371888,0.478610811,-0.129265333,0.085471216,-0.021282775,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
874,14.03.2007,Manchester City,Chelsea,A,6.97,3.78,1.48,0.143472023,0.264550265,0.675675676,0.138021195,0.254499399,0.650005223,-0.103867663,0.057277018,0.202709761,0.202709761,3,A,TRUE,,,FALSE,FALSE,FALSE,
873,04.03.2007,Bolton,Blackburn,A,1.99,3.19,3.71,0.502512563,0.313479624,0.269541779,0.48342097,0.301569821,0.259301275,-0.016662342,0.082626192,-0.129756725,0.082626192,2,D,FALSE,,,FALSE,TRUE,FALSE,
873,04.03.2007,West Ham,Tottenham,A,3.34,3.26,2.07,0.299401198,0.306748466,0.483091787,0.288026266,0.295094396,0.464738034,-0.126930379,0.078865683,-0.034069533,0.078865683,2,D,FALSE,,,FALSE,TRUE,FALSE,
872,03.03.2007,Arsenal,Reading,H,1.52,3.69,6.41,0.657894737,0.27100271,0.15600624,0.632899822,0.260706702,0.150079209,0.174868187,0.060356215,-0.109179654,0.174868187,1,H,TRUE,,,FALSE,FALSE,FALSE,
872,03.03.2007,Fulham,Aston Villa,D,2.32,3.14,2.98,0.431034483,0.318471338,0.33557047,0.414658504,0.306371888,0.322821386,-0.073570255,0.085471216,-0.118911822,0.085471216,2,D,TRUE,,,TRUE,TRUE,TRUE,
872,03.03.2007,Liverpool,Manchester United,A,2.62,2.97,2.68,0.381679389,0.336700337,0.373134328,0.367178523,0.323908327,0.358958108,-0.101390441,0.096268032,-0.105255143,0.096268032,2,D,FALSE,,,FALSE,TRUE,FALSE,
872,03.03.2007,Manchester City,Wigan,A,2,3.22,3.68,0.5,0.310559006,0.27173913,0.481003865,0.298760165,0.261415144,-0.018996135,0.080983818,-0.129665683,0.080983818,2,D,FALSE,,,FALSE,TRUE,FALSE,
872,03.03.2007,Newcastle,Middlesbrough,D,1.98,3.19,3.68,0.505050505,0.313479624,0.27173913,0.48586249,0.301569821,0.261415144,-0.014280313,0.082626192,-0.129665683,0.082626192,2,D,TRUE,,,TRUE,TRUE,TRUE,
872,03.03.2007,Portsmouth,Chelsea,A,6.08,3.64,1.55,0.164473684,0.274725275,0.64516129,0.158224956,0.264287838,0.620650148,-0.112426001,0.062169112,0.155677611,0.155677611,3,A,TRUE,,,FALSE,FALSE,FALSE,
872,03.03.2007,Sheffield Utd,Everton,D,2.62,3.1,2.58,0.381679389,0.322580645,0.387596899,0.367178523,0.310325074,0.372871213,-0.101390441,0.087849292,-0.098549447,0.087849292,2,D,TRUE,,,TRUE,TRUE,TRUE,
872,03.03.2007,Watford,Charlton,D,2.5,3.22,2.67,0.4,0.310559006,0.374531835,0.384803092,0.298760165,0.360302521,-0.092157526,0.080983818,-0.104642307,0.080983818,2,D,TRUE,,,TRUE,TRUE,TRUE,
871,25.02.2007,Blackburn,Portsmouth,H,2.17,3.17,3.17,0.460829493,0.315457413,0.315457413,0.443321534,0.30347247,0.30347247,-0.052238217,0.083747697,-0.123992132,0.083747697,2,D,FALSE,,,FALSE,TRUE,FALSE,
871,25.02.2007,Tottenham,Bolton,H,2,3.21,3.55,0.5,0.31152648,0.281690141,0.481003865,0.299690882,0.270988093,-0.018996135,0.081526047,-0.129020793,0.081526047,2,D,FALSE,,,FALSE,TRUE,FALSE,
871,25.02.2007,Wigan,Newcastle,H,2.33,3.22,2.83,0.429184549,0.310559006,0.35335689,0.412878854,0.298760165,0.33993206,-0.0747821,0.080983818,-0.113122219,0.080983818,2,D,FALSE,,,FALSE,TRUE,FALSE,
870,24.02.2007,Charlton,West Ham,H,2.29,3.18,2.92,0.436681223,0.314465409,0.342465753,0.420090712,0.302518154,0.329454702,-0.069789771,0.08318424,-0.116811848,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
870,24.02.2007,Fulham,Manchester United,A,7.17,3.88,1.45,0.139470014,0.257731959,0.689655172,0.134171232,0.247940137,0.663453607,-0.102044287,0.054110275,0.225453251,0.225453251,3,A,TRUE,,,FALSE,FALSE,FALSE,
870,24.02.2007,Liverpool,Sheffield Utd,H,1.29,4.75,10.32,0.775193798,0.210526316,0.096899225,0.745742426,0.202527943,0.093217803,0.38099601,0.034639089,-0.078833759,0.38099601,1,H,TRUE,,,FALSE,FALSE,FALSE,
870,24.02.2007,Middlesbrough,Reading,H,2.29,3.2,2.96,0.436681223,0.3125,0.337837838,0.420090712,0.300627416,0.325002611,-0.069789771,0.082073483,-0.118241479,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
870,24.02.2007,Watford,Everton,A,3.05,3.2,2.26,0.327868852,0.3125,0.442477876,0.31541237,0.300627416,0.425667137,-0.121041069,0.082073483,-0.065781295,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
869,21.02.2007,Everton,Tottenham,A,2.21,3.18,3.17,0.452488688,0.314465409,0.315457413,0.435297615,0.302518154,0.30347247,-0.058554194,0.08318424,-0.123992132,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
869,21.02.2007,Watford,Wigan,D,2.47,3.2,2.74,0.4048583,0.3125,0.364963504,0.389476814,0.300627416,0.351097712,-0.089492459,0.082073483,-0.108687802,0.082073483,2,D,TRUE,,,TRUE,TRUE,TRUE,
868,11.02.2007,Arsenal,Wigan,H,1.23,5.4,10.92,0.81300813,0.185185185,0.091575092,0.782120106,0.17814958,0.088095946,0.458731879,0.025955057,-0.075440303,0.458731879,1,H,TRUE,,,FALSE,FALSE,FALSE,
868,11.02.2007,Bolton,Fulham,H,1.66,3.41,5.15,0.602409639,0.293255132,0.194174757,0.579522729,0.282113704,0.186797617,0.095810517,0.071589863,-0.121631993,0.095810517,1,H,TRUE,,,FALSE,FALSE,FALSE,
867,10.02.2007,Chelsea,Middlesbrough,H,1.24,5.34,11.05,0.806451613,0.187265918,0.090497738,0.775812685,0.18015126,0.087059523,0.44485917,0.026621534,-0.074740358,0.44485917,1,H,TRUE,,,FALSE,FALSE,FALSE,
867,10.02.2007,Everton,Blackburn,H,2.1,3.14,3.42,0.476190476,0.318471338,0.292397661,0.458098919,0.306371888,0.28128881,-0.039905791,0.085471216,-0.127901281,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
867,10.02.2007,Manchester United,Charlton,H,1.12,6.72,18.5,0.892857143,0.148809524,0.054054054,0.858935473,0.143155912,0.052000418,0.640956202,0.015649351,-0.048432387,0.640956202,1,H,TRUE,,,FALSE,FALSE,FALSE,
867,10.02.2007,Newcastle,Liverpool,H,4.08,3.27,1.87,0.245098039,0.305810398,0.534759358,0.235786208,0.294191966,0.514442636,-0.129516565,0.078348531,0.01544667,0.078348531,2,D,FALSE,,,FALSE,TRUE,FALSE,
867,10.02.2007,Portsmouth,Manchester City,H,1.93,3.22,3.91,0.518134715,0.310559006,0.255754476,0.498449601,0.298760165,0.246037783,-0.001606631,0.080983818,-0.129903948,0.080983818,2,D,FALSE,,,FALSE,TRUE,FALSE,
867,10.02.2007,Reading,Aston Villa,H,2.1,3.19,3.32,0.476190476,0.313479624,0.301204819,0.458098919,0.301569821,0.289761364,-0.039905791,0.082626192,-0.12664978,0.082626192,2,D,FALSE,,,FALSE,TRUE,FALSE,
867,10.02.2007,Sheffield Utd,Tottenham,H,2.86,3.14,2.42,0.34965035,0.318471338,0.41322314,0.336366339,0.306371888,0.397523855,-0.114429133,0.085471216,-0.084691029,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
867,10.02.2007,West Ham,Watford,A,1.76,3.4,4.4,0.568181818,0.294117647,0.227272727,0.546595301,0.28294345,0.21863812,0.052949206,0.072044465,-0.127891763,0.072044465,2,D,FALSE,,,FALSE,TRUE,FALSE,
866,04.02.2007,Tottenham,Manchester United,A,4.47,3.41,1.76,0.223713647,0.293255132,0.568181818,0.215214257,0.282113704,0.546595301,-0.127420914,0.071589863,0.052949206,0.071589863,2,D,FALSE,,,FALSE,TRUE,FALSE,
865,03.02.2007,Aston Villa,West Ham,H,1.83,3.32,4.25,0.546448087,0.301204819,0.235294118,0.525687284,0.289761364,0.22635476,0.028073535,0.075834065,-0.128774231,0.075834065,2,D,FALSE,,,FALSE,TRUE,FALSE,
865,03.02.2007,Blackburn,Sheffield Utd,H,1.68,3.42,4.97,0.595238095,0.292397661,0.201207243,0.572623649,0.28128881,0.193562924,0.086456725,0.071139339,-0.123314719,0.086456725,1,H,TRUE,,,FALSE,FALSE,FALSE,
865,03.02.2007,Charlton,Chelsea,A,8.69,4.39,1.35,0.115074799,0.227790433,0.740740741,0.110702846,0.219136157,0.712598318,-0.089596583,0.041262844,0.314960472,0.314960472,3,A,TRUE,,,FALSE,FALSE,FALSE,
865,03.02.2007,Fulham,Newcastle,H,2.32,3.18,2.96,0.431034483,0.314465409,0.337837838,0.414658504,0.302518154,0.325002611,-0.073570255,0.08318424,-0.118241479,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
865,03.02.2007,Liverpool,Everton,D,1.5,3.64,7.02,0.666666667,0.274725275,0.142450142,0.641338487,0.264287838,0.137038138,0.188451315,0.062169112,-0.103407938,0.188451315,1,H,FALSE,,,TRUE,FALSE,FALSE,
865,03.02.2007,Manchester City,Reading,A,2.1,3.21,3.26,0.476190476,0.31152648,0.306748466,0.458098919,0.299690882,0.295094396,-0.039905791,0.081526047,-0.12570896,0.081526047,2,D,FALSE,,,FALSE,TRUE,FALSE,
865,03.02.2007,Middlesbrough,Arsenal,D,4.61,3.39,1.74,0.21691974,0.294985251,0.574712644,0.208678466,0.283778091,0.552878006,-0.126386782,0.072503192,0.060779317,0.072503192,2,D,TRUE,,,TRUE,TRUE,TRUE,
865,03.02.2007,Watford,Bolton,A,3.35,3.2,2.11,0.298507463,0.3125,0.473933649,0.287166487,0.300627416,0.455927834,-0.127064784,0.082073483,-0.041774565,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
865,03.02.2007,Wigan,Portsmouth,H,2.58,3.14,2.63,0.387596899,0.318471338,0.380228137,0.372871213,0.306371888,0.365782407,-0.098549447,0.085471216,-0.102066611,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
864,31.01.2007,Bolton,Charlton,D,1.51,3.7,6.54,0.662251656,0.27027027,0.152905199,0.637091212,0.260002089,0.147095983,0.181577764,0.060002654,-0.107921718,0.181577764,1,H,FALSE,,,TRUE,FALSE,FALSE,
864,31.01.2007,Chelsea,Blackburn,H,1.3,4.76,9.37,0.769230769,0.210084034,0.106723586,0.740005946,0.202102464,0.102668915,0.369239917,0.034476932,-0.084809196,0.369239917,1,H,TRUE,,,FALSE,FALSE,FALSE,
864,31.01.2007,Manchester United,Watford,H,1.13,6.64,17.37,0.884955752,0.15060241,0.057570524,0.851334274,0.144880682,0.055383289,0.621830574,0.016097652,-0.051193634,0.621830574,1,H,TRUE,,,FALSE,FALSE,FALSE,
864,31.01.2007,Newcastle,Aston Villa,H,2.15,3.16,3.21,0.465116279,0.316455696,0.31152648,0.447445456,0.304432826,0.299690882,-0.048887948,0.084316632,-0.124803189,0.084316632,2,D,FALSE,,,FALSE,TRUE,FALSE,
863,30.01.2007,Portsmouth,Middlesbrough,D,1.87,3.28,4.08,0.534759358,0.304878049,0.245098039,0.514442636,0.29329504,0.235786208,0.01544667,0.07783621,-0.129516565,0.07783621,2,D,TRUE,,,TRUE,TRUE,TRUE,
863,30.01.2007,Reading,Wigan,H,1.76,3.35,4.52,0.568181818,0.298507463,0.221238938,0.546595301,0.287166487,0.212833569,0.052949206,0.074380363,-0.127064793,0.074380363,2,D,FALSE,,,FALSE,TRUE,FALSE,
863,30.01.2007,Sheffield Utd,Fulham,H,2.34,3.16,2.92,0.427350427,0.316455696,0.342465753,0.411114414,0.304432826,0.329454702,-0.075970586,0.084316632,-0.116811848,0.084316632,2,D,FALSE,,,FALSE,TRUE,FALSE,
863,30.01.2007,West Ham,Liverpool,A,5.41,3.53,1.61,0.184842884,0.283286119,0.621118012,0.177820283,0.272523436,0.597520329,-0.119105256,0.066439424,0.121143266,0.121143266,3,A,TRUE,,,FALSE,FALSE,FALSE,
862,23.01.2007,Watford,Blackburn,H,3.29,3.25,2.12,0.303951368,0.307692308,0.471698113,0.292403565,0.296002378,0.453777231,-0.126198441,0.079387726,-0.043606386,0.079387726,2,D,FALSE,,,FALSE,TRUE,FALSE,
861,21.01.2007,Arsenal,Manchester United,H,2.5,3.07,2.74,0.4,0.325732899,0.364963504,0.384803092,0.313357567,0.351097712,-0.092157526,0.089695536,-0.108687802,0.089695536,2,D,FALSE,,,FALSE,TRUE,FALSE,
861,21.01.2007,Wigan,Everton,A,2.54,3.14,2.63,0.393700787,0.318471338,0.380228137,0.378743201,0.306371888,0.365782407,-0.095477795,0.085471216,-0.102066611,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
860,20.01.2007,Aston Villa,Watford,H,1.62,3.46,5.52,0.617283951,0.289017341,0.18115942,0.593831932,0.278036916,0.174276763,0.115841891,0.069377065,-0.118015666,0.115841891,1,H,TRUE,,,FALSE,FALSE,FALSE,
860,20.01.2007,Fulham,Tottenham,D,2.89,3.13,2.38,0.346020761,0.319488818,0.420168067,0.332874647,0.307350712,0.404204929,-0.115657684,0.08605701,-0.08050006,0.08605701,2,D,TRUE,,,TRUE,TRUE,TRUE,
860,20.01.2007,Liverpool,Chelsea,H,2.67,3.06,2.57,0.374531835,0.326797386,0.389105058,0.360302521,0.314381611,0.374322074,-0.104642307,0.090323314,-0.097803834,0.090323314,2,D,FALSE,,,FALSE,TRUE,FALSE,
860,20.01.2007,Manchester City,Blackburn,A,2.23,3.14,3.03,0.448430493,0.318471338,0.330033003,0.431393601,0.306371888,0.3174943,-0.061530403,0.085471216,-0.120465808,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
860,20.01.2007,Middlesbrough,Bolton,H,2.46,3.14,2.68,0.406504065,0.318471338,0.373134328,0.391060053,0.306371888,0.358958108,-0.088569063,0.085471216,-0.105255143,0.085471216,2,D,FALSE,,,FALSE,TRUE,FALSE,
860,20.01.2007,Newcastle,West Ham,D,1.87,3.27,4.06,0.534759358,0.305810398,0.246305419,0.514442636,0.294191966,0.236947717,0.01544667,0.078348531,-0.129582406,0.078348531,2,D,TRUE,,,TRUE,TRUE,TRUE,
860,20.01.2007,Portsmouth,Charlton,A,1.51,3.68,6.53,0.662251656,0.27173913,0.153139357,0.637091212,0.261415144,0.147321245,0.181577764,0.060712737,-0.108017995,0.181577764,1,H,FALSE,,,FALSE,FALSE,FALSE,
860,20.01.2007,Reading,Sheffield Utd,H,1.79,3.31,4.38,0.558659218,0.302114804,0.228310502,0.537434486,0.290636776,0.219636468,0.041826241,0.076327645,-0.128019878,0.076327645,2,D,FALSE,,,FALSE,TRUE,FALSE,
859,14.01.2007,Everton,Reading,D,1.97,3.19,3.63,0.507614213,0.313479624,0.275482094,0.488328797,0.301569821,0.265015904,-0.011848937,0.082626192,-0.129467822,0.082626192,2,D,TRUE,,,TRUE,TRUE,TRUE,
859,14.01.2007,Tottenham,Newcastle,A,1.72,3.37,4.76,0.581395349,0.296735905,0.210084034,0.55930682,0.285462234,0.202102464,0.068961418,0.073433224,-0.125167032,0.073433224,2,D,FALSE,,,FALSE,TRUE,FALSE,
858,13.01.2007,Blackburn,Arsenal,A,4.07,3.43,1.83,0.245700246,0.29154519,0.546448087,0.236365536,0.280468726,0.525687284,-0.129550105,0.070692844,0.028073535,0.070692844,2,D,FALSE,,,FALSE,TRUE,FALSE,
858,13.01.2007,Bolton,Manchester City,D,1.75,3.34,4.71,0.571428571,0.299401198,0.212314225,0.549718703,0.288026266,0.204247926,0.056821375,0.074860478,-0.125584745,0.074860478,2,D,TRUE,,,TRUE,TRUE,TRUE,
858,13.01.2007,Charlton,Middlesbrough,A,2.46,3.13,2.72,0.406504065,0.319488818,0.367647059,0.391060053,0.307350712,0.353679312,-0.088569063,0.08605701,-0.107588741,0.08605701,2,D,FALSE,,,FALSE,TRUE,FALSE,
858,13.01.2007,Chelsea,Wigan,H,1.2,5.61,12.62,0.833333333,0.178253119,0.079239303,0.801673108,0.171480879,0.076228822,0.502788514,0.023794761,-0.067158665,0.502788514,1,H,TRUE,,,FALSE,FALSE,FALSE,
858,13.01.2007,Manchester United,Aston Villa,H,1.25,5.21,11.26,0.8,0.19193858,0.088809947,0.769606184,0.184646397,0.085435855,0.431369894,0.028148585,-0.073634839,0.431369894,1,H,TRUE,,,FALSE,FALSE,FALSE,
858,13.01.2007,Sheffield Utd,Portsmouth,D,2.57,3.17,2.59,0.389105058,0.315457413,0.386100386,0.374322074,0.30347247,0.371431556,-0.097803834,0.083747697,-0.099280652,0.083747697,2,D,TRUE,,,TRUE,TRUE,TRUE,
858,13.01.2007,Watford,Liverpool,A,7.05,3.74,1.48,0.141843972,0.267379679,0.675675676,0.136454997,0.257221318,0.650005223,-0.103133334,0.058617393,0.202709761,0.202709761,3,A,TRUE,,,FALSE,FALSE,FALSE,
858,13.01.2007,West Ham,Fulham,D,2.03,3.23,3.5,0.492610837,0.309597523,0.285714286,0.473895433,0.29783521,0.274859351,-0.025718785,0.080446731,-0.128651799,0.080446731,2,D,TRUE,,,TRUE,TRUE,TRUE,
857,02.01.2007,Arsenal,Charlton,H,1.23,5.4,11.81,0.81300813,0.185185185,0.084674005,0.782120106,0.17814958,0.081457047,0.458731879,0.025955057,-0.070879416,0.458731879,1,H,TRUE,,,FALSE,FALSE,FALSE,
857,02.01.2007,Aston Villa,Chelsea,D,6.74,3.71,1.52,0.148367953,0.269541779,0.657894737,0.142731117,0.259301275,0.632899822,-0.106014505,0.059652023,0.174868187,0.174868187,3,A,FALSE,,,TRUE,FALSE,FALSE,
856,01.01.2007,Fulham,Watford,D,1.79,3.3,4.49,0.558659218,0.303030303,0.222717149,0.537434486,0.291517494,0.214255619,0.041826241,0.076825825,-0.127280348,0.076825825,2,D,TRUE,,,TRUE,TRUE,TRUE,
856,01.01.2007,Liverpool,Bolton,H,1.59,3.57,5.79,0.628930818,0.280112045,0.172711572,0.605036308,0.269469952,0.166149867,0.132121142,0.064839687,-0.115319562,0.132121142,1,H,TRUE,,,FALSE,FALSE,FALSE,
856,01.01.2007,Manchester City,Everton,H,2.34,3.18,2.94,0.427350427,0.314465409,0.340136054,0.411114414,0.302518154,0.327213514,-0.075970586,0.08318424,-0.117541828,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
856,01.01.2007,Middlesbrough,Sheffield Utd,H,1.8,3.33,4.25,0.555555556,0.3003003,0.235294118,0.534448739,0.28889121,0.22635476,0.038276376,0.075345027,-0.128774231,0.075345027,2,D,FALSE,,,FALSE,TRUE,FALSE,
856,01.01.2007,Newcastle,Manchester United,D,6.31,3.51,1.53,0.158478605,0.284900285,0.653594771,0.152457643,0.274076276,0.628763222,-0.110156056,0.067260401,0.168317937,0.168317937,3,A,FALSE,,,TRUE,FALSE,FALSE,
856,01.01.2007,Portsmouth,Tottenham,D,2.32,3.16,2.96,0.431034483,0.316455696,0.337837838,0.414658504,0.304432826,0.325002611,-0.073570255,0.084316632,-0.118241479,0.084316632,2,D,TRUE,,,TRUE,TRUE,TRUE,
856,01.01.2007,Reading,West Ham,H,2.02,3.25,3.5,0.495049505,0.307692308,0.285714286,0.47624145,0.296002378,0.274859351,-0.023523316,0.079387726,-0.128651799,0.079387726,2,D,FALSE,,,FALSE,TRUE,FALSE,
856,01.01.2007,Wigan,Blackburn,A,2.3,3.2,2.87,0.434782609,0.3125,0.348432056,0.41826423,0.300627416,0.335194331,-0.071074582,0.082073483,-0.114847156,0.082073483,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,Blackburn,Middlesbrough,H,1.87,3.21,4.04,0.534759358,0.31152648,0.247524752,0.514442636,0.299690882,0.238120725,0.01544667,0.081526047,-0.129643205,0.081526047,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,Bolton,Portsmouth,H,1.87,3.29,4.1,0.534759358,0.303951368,0.243902439,0.514442636,0.292403565,0.234636032,0.01544667,0.077328661,-0.129445838,0.077328661,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,Charlton,Aston Villa,H,2.64,3.17,2.59,0.378787879,0.315457413,0.386100386,0.364396867,0.30347247,0.371431556,-0.102729646,0.083747697,-0.099280652,0.083747697,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,Chelsea,Fulham,D,1.16,6.04,16.35,0.862068966,0.165562914,0.06116208,0.829317009,0.159272803,0.058838393,0.567787946,0.020079558,-0.053964723,0.567787946,1,H,FALSE,,,TRUE,FALSE,FALSE,
855,30.12.2006,Everton,Newcastle,H,2.09,3.18,3.41,0.4784689,0.314465409,0.293255132,0.46029078,0.302518154,0.282113704,-0.037999254,0.08318424,-0.127792549,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,Manchester United,Reading,H,1.19,5.8,14.56,0.840336134,0.172413793,0.068681319,0.808409857,0.165863402,0.066071959,0.518335894,0.022046747,-0.0596055,0.518335894,1,H,TRUE,,,FALSE,FALSE,FALSE,
855,30.12.2006,Sheffield Utd,Arsenal,H,6.56,3.9,1.49,0.152439024,0.256410256,0.67114094,0.14664752,0.246668649,0.645642772,-0.107729415,0.053506764,0.195493653,0.195493653,3,A,FALSE,,,FALSE,FALSE,FALSE,
855,30.12.2006,Tottenham,Liverpool,A,2.78,3.16,2.4,0.35971223,0.316455696,0.416666667,0.346045946,0.304432826,0.400836554,-0.110758312,0.084316632,-0.082636205,0.084316632,2,D,FALSE,,,FALSE,TRUE,FALSE,
855,30.12.2006,West Ham,Manchester City,A,2.11,3.18,3.37,0.473933649,0.314465409,0.296735905,0.455927834,0.302518154,0.285462234,-0.041774565,0.08318424,-0.127322116,0.08318424,2,D,FALSE,,,FALSE,TRUE,FALSE,
854,27.12.2006,Charlton,Fulham,D,2.38,3.25,2.86,0.420168067,0.307692308,0.34965035,0.404204929,0.296002378,0.336366339,-0.08050006,0.079387726,-0.114429133,0.079387726,2,D,TRUE,,,TRUE,TRUE,TRUE,
853,26.12.2006,Blackburn,Liverpool,H,4.55,3.36,1.77,0.21978022,0.297619048,0.564971751,0.21143027,0.286311824,0.543507192,-0.126843837,0.073904629,0.049160669,0.073904629,2,D,FALSE,,,FALSE,TRUE,FALSE,
853,26.12.2006,Bolton,Newcastle,H,1.91,3.29,3.92,0.523560209,0.303951368,0.255102041,0.503668969,0.292403565,0.245410135,0.003841852,0.077328661,-0.129892788,0.077328661,2,D,FALSE,,,FALSE,TRUE,FALSE,
853,26.12.2006,Chelsea,Reading,D,1.17,5.97,16.6,0.854700855,0.167504188,0.060240964,0.822228829,0.161140323,0.057952273,0.550818511,0.020627815,-0.053258762,0.550818511,1,H,FALSE,,,TRUE,FALSE,FALSE,
853,26.12.2006,Everton,Middlesbrough,D,1.83,3.28,4.31,0.546448087,0.304878049,0.232018561,0.525687284,0.29329504,0.22320365,0.028073535,0.07783621,-0.128443782,0.07783621,2,D,TRUE,,,TRUE,TRUE,TRUE,
853,26.12.2006,Manchester United,Wigan,H,1.17,6.04,16.44,0.854700855,0.165562914,0.060827251,0.822228829,0.159272803,0.058516285,0.550818511,0.020079558,-0.053708481,0.550818511,1,H,TRUE,,,FALSE,FALSE,FALSE,
853,26.12.2006,Sheffield Utd,Manchester City,A,2.34,3.23,2.88,0.427350427,0.309597523,0.347222222,0.411114414,0.29783521,0.334030462,-0.075970586,0.080446731,-0.115256624,0.080446731,2,D,FALSE,,,FALSE,TRUE,FALSE,
853,26.12.2006,Tottenham,Aston Villa,H,1.75,3.34,4.72,0.571428571,0.299401198,0.211864407,0.549718703,0.288026266,0.203815197,0.056821375,0.074860478,-0.125502035,0.074860478,2,D,FALSE,,,FALSE,TRUE,FALSE,
853,26.12.2006,Watford,Arsenal,A,7.37,4.04,1.42,0.13568521,0.247524752,0.704225352,0.130530221,0.238120725,0.677470232,-0.100263169,0.049536746,0.249958074,0.249958074,3,A,TRUE,,,FALSE,FALSE,FALSE,
853,26.12.2006,West Ham,Portsmouth,A,2.23,3.26,3.04,0.448430493,0.306748466,0.328947368,0.431393601,0.295094396,0.316449911,-0.061530403,0.078865683,-0.120756637,0.078865683,2,D,FALSE,,,FALSE,TRUE,FALSE,
852,23.12.2006,Arsenal,Blackburn,H,1.33,4.51,8.73,0.751879699,0.22172949,0.114547537,0.723314083,0.213305483,0.110195616,0.335810651,0.038872109,-0.089302264,0.335810651,1,H,TRUE,,,FALSE,FALSE,FALSE,
852,23.12.2006,Aston Villa,Manchester United,A,6.36,3.63,1.55,0.157232704,0.275482094,0.64516129,0.151259077,0.265015904,0.620650148,-0.109666957,0.062540946,0.155677611,0.155677611,3,A,TRUE,,,FALSE,FALSE,FALSE,
